MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/kWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
28/10/2025 01:00:00 - 28/10/2025 01:15:00,BZN|DE-LU,Sequence 1,0.039939999999999996,,
28/10/2025 01:15:00 - 28/10/2025 01:30:00,BZN|DE-LU,Sequence 1,0.028489999999999998,,
28/10/2025 01:30:00 - 28/10/2025 01:45:00,BZN|DE-LU,Sequence 1,0.02673,,
28/10/2025 01:45:00 - 28/10/2025 02:00:00,BZN|DE-LU,Sequence 1,0.020370000000000003,,
28/10/2025 02:00:00 - 28/10/2025 02:15:00,BZN|DE-LU,Sequence 1,0.02179,,
28/10/2025 02:15:00 - 28/10/2025 02:30:00,BZN|DE-LU,Sequence 1,0.01807,,
28/10/2025 02:30:00 - 28/10/2025 02:45:00,BZN|DE-LU,Sequence 1,0.0174,,
28/10/2025 02:45:00 - 28/10/2025 03:00:00,BZN|DE-LU,Sequence 1,0.01691,,
28/10/2025 03:00:00 - 28/10/2025 03:15:00,BZN|DE-LU,Sequence 1,0.01319,,
28/10/2025 03:15:00 - 28/10/2025 03:30:00,BZN|DE-LU,Sequence 1,0.010029999999999999,,
28/10/2025 03:30:00 - 28/10/2025 03:45:00,BZN|DE-LU,Sequence 1,0.00885,,
28/10/2025 03:45:00 - 28/10/2025 04:00:00,BZN|DE-LU,Sequence 1,0.00882,,
28/10/2025 04:00:00 - 28/10/2025 04:15:00,BZN|DE-LU,Sequence 1,0.005019999999999999,,
28/10/2025 04:15:00 - 28/10/2025 04:30:00,BZN|DE-LU,Sequence 1,0.00643,,
28/10/2025 04:30:00 - 28/10/2025 04:45:00,BZN|DE-LU,Sequence 1,0.01233,,
28/10/2025 04:45:00 - 28/10/2025 05:00:00,BZN|DE-LU,Sequence 1,0.020030000000000003,,
28/10/2025 05:00:00 - 28/10/2025 05:15:00,BZN|DE-LU,Sequence 1,0.0129,,
28/10/2025 05:15:00 - 28/10/2025 05:30:00,BZN|DE-LU,Sequence 1,0.01549,,
28/10/2025 05:30:00 - 28/10/2025 05:45:00,BZN|DE-LU,Sequence 1,0.03993,,
28/10/2025 05:45:00 - 28/10/2025 06:00:00,BZN|DE-LU,Sequence 1,0.05331,,
28/10/2025 06:00:00 - 28/10/2025 06:15:00,BZN|DE-LU,Sequence 1,0.023629999999999998,,
28/10/2025 06:15:00 - 28/10/2025 06:30:00,BZN|DE-LU,Sequence 1,0.056049999999999996,,
28/10/2025 06:30:00 - 28/10/2025 06:45:00,BZN|DE-LU,Sequence 1,0.07452,,
28/10/2025 06:45:00 - 28/10/2025 07:00:00,BZN|DE-LU,Sequence 1,0.08389,,
28/10/2025 07:00:00 - 28/10/2025 07:15:00,BZN|DE-LU,Sequence 1,0.08593,,
28/10/2025 07:15:00 - 28/10/2025 07:30:00,BZN|DE-LU,Sequence 1,0.08378000000000001,,
28/10/2025 07:30:00 - 28/10/2025 07:45:00,BZN|DE-LU,Sequence 1,0.07707,,
28/10/2025 07:45:00 - 28/10/2025 08:00:00,BZN|DE-LU,Sequence 1,0.07475,,
28/10/2025 08:00:00 - 28/10/2025 08:15:00,BZN|DE-LU,Sequence 1,0.09959,,
28/10/2025 08:15:00 - 28/10/2025 08:30:00,BZN|DE-LU,Sequence 1,0.09063,,
28/10/2025 08:30:00 - 28/10/2025 08:45:00,BZN|DE-LU,Sequence 1,0.08476,,
28/10/2025 08:45:00 - 28/10/2025 09:00:00,BZN|DE-LU,Sequence 1,0.08259999999999999,,
28/10/2025 09:00:00 - 28/10/2025 09:15:00,BZN|DE-LU,Sequence 1,0.09848,,
28/10/2025 09:15:00 - 28/10/2025 09:30:00,BZN|DE-LU,Sequence 1,0.08990999999999999,,
28/10/2025 09:30:00 - 28/10/2025 09:45:00,BZN|DE-LU,Sequence 1,0.08417,,
28/10/2025 09:45:00 - 28/10/2025 10:00:00,BZN|DE-LU,Sequence 1,0.07690000000000001,,
28/10/2025 10:00:00 - 28/10/2025 10:15:00,BZN|DE-LU,Sequence 1,0.09290999999999999,,
28/10/2025 10:15:00 - 28/10/2025 10:30:00,BZN|DE-LU,Sequence 1,0.08170000000000001,,
28/10/2025 10:30:00 - 28/10/2025 10:45:00,BZN|DE-LU,Sequence 1,0.07758,,
28/10/2025 10:45:00 - 28/10/2025 11:00:00,BZN|DE-LU,Sequence 1,0.07182,,
28/10/2025 11:00:00 - 28/10/2025 11:15:00,BZN|DE-LU,Sequence 1,0.07861,,
28/10/2025 11:15:00 - 28/10/2025 11:30:00,BZN|DE-LU,Sequence 1,0.07521,,
28/10/2025 11:30:00 - 28/10/2025 11:45:00,BZN|DE-LU,Sequence 1,0.07404000000000001,,
28/10/2025 11:45:00 - 28/10/2025 12:00:00,BZN|DE-LU,Sequence 1,0.07379999999999999,,
28/10/2025 12:00:00 - 28/10/2025 12:15:00,BZN|DE-LU,Sequence 1,0.07334,,
28/10/2025 12:15:00 - 28/10/2025 12:30:00,BZN|DE-LU,Sequence 1,0.06804,,
28/10/2025 12:30:00 - 28/10/2025 12:45:00,BZN|DE-LU,Sequence 1,0.06581000000000001,,
28/10/2025 12:45:00 - 28/10/2025 13:00:00,BZN|DE-LU,Sequence 1,0.06305,,
28/10/2025 13:00:00 - 28/10/2025 13:15:00,BZN|DE-LU,Sequence 1,0.06517,,
28/10/2025 13:15:00 - 28/10/2025 13:30:00,BZN|DE-LU,Sequence 1,0.06275,,
28/10/2025 13:30:00 - 28/10/2025 13:45:00,BZN|DE-LU,Sequence 1,0.06125,,
28/10/2025 13:45:00 - 28/10/2025 14:00:00,BZN|DE-LU,Sequence 1,0.060039999999999996,,
28/10/2025 14:00:00 - 28/10/2025 14:15:00,BZN|DE-LU,Sequence 1,0.056799999999999996,,
28/10/2025 14:15:00 - 28/10/2025 14:30:00,BZN|DE-LU,Sequence 1,0.061869999999999994,,
28/10/2025 14:30:00 - 28/10/2025 14:45:00,BZN|DE-LU,Sequence 1,0.0684,,
28/10/2025 14:45:00 - 28/10/2025 15:00:00,BZN|DE-LU,Sequence 1,0.07061,,
28/10/2025 15:00:00 - 28/10/2025 15:15:00,BZN|DE-LU,Sequence 1,0.046060000000000004,,
28/10/2025 15:15:00 - 28/10/2025 15:30:00,BZN|DE-LU,Sequence 1,0.07970999999999999,,
28/10/2025 15:30:00 - 28/10/2025 15:45:00,BZN|DE-LU,Sequence 1,0.08494,,
28/10/2025 15:45:00 - 28/10/2025 16:00:00,BZN|DE-LU,Sequence 1,0.08168,,
28/10/2025 16:00:00 - 28/10/2025 16:15:00,BZN|DE-LU,Sequence 1,0.06812,,
28/10/2025 16:15:00 - 28/10/2025 16:30:00,BZN|DE-LU,Sequence 1,0.08421,,
28/10/2025 16:30:00 - 28/10/2025 16:45:00,BZN|DE-LU,Sequence 1,0.07922,,
28/10/2025 16:45:00 - 28/10/2025 17:00:00,BZN|DE-LU,Sequence 1,0.08874,,
28/10/2025 17:00:00 - 28/10/2025 17:15:00,BZN|DE-LU,Sequence 1,0.08139,,
28/10/2025 17:15:00 - 28/10/2025 17:30:00,BZN|DE-LU,Sequence 1,0.09007,,
28/10/2025 17:30:00 - 28/10/2025 17:45:00,BZN|DE-LU,Sequence 1,0.09984,,
28/10/2025 17:45:00 - 28/10/2025 18:00:00,BZN|DE-LU,Sequence 1,0.10403,,
28/10/2025 18:00:00 - 28/10/2025 18:15:00,BZN|DE-LU,Sequence 1,0.10656,,
28/10/2025 18:15:00 - 28/10/2025 18:30:00,BZN|DE-LU,Sequence 1,0.10773999999999999,,
28/10/2025 18:30:00 - 28/10/2025 18:45:00,BZN|DE-LU,Sequence 1,0.11535,,
28/10/2025 18:45:00 - 28/10/2025 19:00:00,BZN|DE-LU,Sequence 1,0.11127,,
28/10/2025 19:00:00 - 28/10/2025 19:15:00,BZN|DE-LU,Sequence 1,0.11279,,
28/10/2025 19:15:00 - 28/10/2025 19:30:00,BZN|DE-LU,Sequence 1,0.10901000000000001,,
28/10/2025 19:30:00 - 28/10/2025 19:45:00,BZN|DE-LU,Sequence 1,0.10473,,
28/10/2025 19:45:00 - 28/10/2025 20:00:00,BZN|DE-LU,Sequence 1,0.10112,,
28/10/2025 20:00:00 - 28/10/2025 20:15:00,BZN|DE-LU,Sequence 1,0.1003,,
28/10/2025 20:15:00 - 28/10/2025 20:30:00,BZN|DE-LU,Sequence 1,0.09297,,
28/10/2025 20:30:00 - 28/10/2025 20:45:00,BZN|DE-LU,Sequence 1,0.08791,,
28/10/2025 20:45:00 - 28/10/2025 21:00:00,BZN|DE-LU,Sequence 1,0.08652,,
28/10/2025 21:00:00 - 28/10/2025 21:15:00,BZN|DE-LU,Sequence 1,0.08967,,
28/10/2025 21:15:00 - 28/10/2025 21:30:00,BZN|DE-LU,Sequence 1,0.08588,,
28/10/2025 21:30:00 - 28/10/2025 21:45:00,BZN|DE-LU,Sequence 1,0.07836,,
28/10/2025 21:45:00 - 28/10/2025 22:00:00,BZN|DE-LU,Sequence 1,0.06944,,
28/10/2025 22:00:00 - 28/10/2025 22:15:00,BZN|DE-LU,Sequence 1,0.08736,,
28/10/2025 22:15:00 - 28/10/2025 22:30:00,BZN|DE-LU,Sequence 1,0.07726999999999999,,
28/10/2025 22:30:00 - 28/10/2025 22:45:00,BZN|DE-LU,Sequence 1,0.07704000000000001,,
28/10/2025 22:45:00 - 28/10/2025 23:00:00,BZN|DE-LU,Sequence 1,0.07665000000000001,,
28/10/2025 23:00:00 - 28/10/2025 23:15:00,BZN|DE-LU,Sequence 1,0.07801000000000001,,
28/10/2025 23:15:00 - 28/10/2025 23:30:00,BZN|DE-LU,Sequence 1,0.07346,,
28/10/2025 23:30:00 - 28/10/2025 23:45:00,BZN|DE-LU,Sequence 1,0.07459,,
28/10/2025 23:45:00 - 29/10/2025 00:00:00,BZN|DE-LU,Sequence 1,0.06683,,
29/10/2025 00:00:00 - 29/10/2025 00:15:00,BZN|DE-LU,Sequence 1,0.06583,,
29/10/2025 00:15:00 - 29/10/2025 00:30:00,BZN|DE-LU,Sequence 1,0.0621,,
29/10/2025 00:30:00 - 29/10/2025 00:45:00,BZN|DE-LU,Sequence 1,0.0559,,
29/10/2025 00:45:00 - 29/10/2025 01:00:00,BZN|DE-LU,Sequence 1,0.05138,,
29/10/2025 01:00:00 - 29/10/2025 01:15:00,BZN|DE-LU,Sequence 1,0.05796,,
29/10/2025 01:15:00 - 29/10/2025 01:30:00,BZN|DE-LU,Sequence 1,0.05366,,
29/10/2025 01:30:00 - 29/10/2025 01:45:00,BZN|DE-LU,Sequence 1,0.053020000000000005,,
29/10/2025 01:45:00 - 29/10/2025 02:00:00,BZN|DE-LU,Sequence 1,0.0515,,
29/10/2025 02:00:00 - 29/10/2025 02:15:00,BZN|DE-LU,Sequence 1,0.05321,,
29/10/2025 02:15:00 - 29/10/2025 02:30:00,BZN|DE-LU,Sequence 1,0.052590000000000005,,
29/10/2025 02:30:00 - 29/10/2025 02:45:00,BZN|DE-LU,Sequence 1,0.05554,,
29/10/2025 02:45:00 - 29/10/2025 03:00:00,BZN|DE-LU,Sequence 1,0.05528,,
29/10/2025 03:00:00 - 29/10/2025 03:15:00,BZN|DE-LU,Sequence 1,0.05735,,
29/10/2025 03:15:00 - 29/10/2025 03:30:00,BZN|DE-LU,Sequence 1,0.0576,,
29/10/2025 03:30:00 - 29/10/2025 03:45:00,BZN|DE-LU,Sequence 1,0.05618,,
29/10/2025 03:45:00 - 29/10/2025 04:00:00,BZN|DE-LU,Sequence 1,0.054259999999999996,,
29/10/2025 04:00:00 - 29/10/2025 04:15:00,BZN|DE-LU,Sequence 1,0.04864,,
29/10/2025 04:15:00 - 29/10/2025 04:30:00,BZN|DE-LU,Sequence 1,0.05306,,
29/10/2025 04:30:00 - 29/10/2025 04:45:00,BZN|DE-LU,Sequence 1,0.05634,,
29/10/2025 04:45:00 - 29/10/2025 05:00:00,BZN|DE-LU,Sequence 1,0.06086,,
29/10/2025 05:00:00 - 29/10/2025 05:15:00,BZN|DE-LU,Sequence 1,0.05167,,
29/10/2025 05:15:00 - 29/10/2025 05:30:00,BZN|DE-LU,Sequence 1,0.05877,,
29/10/2025 05:30:00 - 29/10/2025 05:45:00,BZN|DE-LU,Sequence 1,0.07329000000000001,,
29/10/2025 05:45:00 - 29/10/2025 06:00:00,BZN|DE-LU,Sequence 1,0.08274,,
29/10/2025 06:00:00 - 29/10/2025 06:15:00,BZN|DE-LU,Sequence 1,0.06434999999999999,,
29/10/2025 06:15:00 - 29/10/2025 06:30:00,BZN|DE-LU,Sequence 1,0.08710999999999999,,
29/10/2025 06:30:00 - 29/10/2025 06:45:00,BZN|DE-LU,Sequence 1,0.09976,,
29/10/2025 06:45:00 - 29/10/2025 07:00:00,BZN|DE-LU,Sequence 1,0.13051,,
29/10/2025 07:00:00 - 29/10/2025 07:15:00,BZN|DE-LU,Sequence 1,0.10481,,
29/10/2025 07:15:00 - 29/10/2025 07:30:00,BZN|DE-LU,Sequence 1,0.11095000000000001,,
29/10/2025 07:30:00 - 29/10/2025 07:45:00,BZN|DE-LU,Sequence 1,0.11041,,
29/10/2025 07:45:00 - 29/10/2025 08:00:00,BZN|DE-LU,Sequence 1,0.10396,,
29/10/2025 08:00:00 - 29/10/2025 08:15:00,BZN|DE-LU,Sequence 1,0.12034,,
29/10/2025 08:15:00 - 29/10/2025 08:30:00,BZN|DE-LU,Sequence 1,0.10857,,
29/10/2025 08:30:00 - 29/10/2025 08:45:00,BZN|DE-LU,Sequence 1,0.09715,,
29/10/2025 08:45:00 - 29/10/2025 09:00:00,BZN|DE-LU,Sequence 1,0.075,,
29/10/2025 09:00:00 - 29/10/2025 09:15:00,BZN|DE-LU,Sequence 1,0.10809,,
29/10/2025 09:15:00 - 29/10/2025 09:30:00,BZN|DE-LU,Sequence 1,0.09125,,
29/10/2025 09:30:00 - 29/10/2025 09:45:00,BZN|DE-LU,Sequence 1,0.0751,,
29/10/2025 09:45:00 - 29/10/2025 10:00:00,BZN|DE-LU,Sequence 1,0.06878000000000001,,
29/10/2025 10:00:00 - 29/10/2025 10:15:00,BZN|DE-LU,Sequence 1,0.08213,,
29/10/2025 10:15:00 - 29/10/2025 10:30:00,BZN|DE-LU,Sequence 1,0.07167,,
29/10/2025 10:30:00 - 29/10/2025 10:45:00,BZN|DE-LU,Sequence 1,0.06856999999999999,,
29/10/2025 10:45:00 - 29/10/2025 11:00:00,BZN|DE-LU,Sequence 1,0.06544,,
29/10/2025 11:00:00 - 29/10/2025 11:15:00,BZN|DE-LU,Sequence 1,0.07094,,
29/10/2025 11:15:00 - 29/10/2025 11:30:00,BZN|DE-LU,Sequence 1,0.06951,,
29/10/2025 11:30:00 - 29/10/2025 11:45:00,BZN|DE-LU,Sequence 1,0.07005,,
29/10/2025 11:45:00 - 29/10/2025 12:00:00,BZN|DE-LU,Sequence 1,0.07035,,
29/10/2025 12:00:00 - 29/10/2025 12:15:00,BZN|DE-LU,Sequence 1,0.06470000000000001,,
29/10/2025 12:15:00 - 29/10/2025 12:30:00,BZN|DE-LU,Sequence 1,0.0689,,
29/10/2025 12:30:00 - 29/10/2025 12:45:00,BZN|DE-LU,Sequence 1,0.07157,,
29/10/2025 12:45:00 - 29/10/2025 13:00:00,BZN|DE-LU,Sequence 1,0.07818000000000001,,
29/10/2025 13:00:00 - 29/10/2025 13:15:00,BZN|DE-LU,Sequence 1,0.07007,,
29/10/2025 13:15:00 - 29/10/2025 13:30:00,BZN|DE-LU,Sequence 1,0.07488,,
29/10/2025 13:30:00 - 29/10/2025 13:45:00,BZN|DE-LU,Sequence 1,0.07564,,
29/10/2025 13:45:00 - 29/10/2025 14:00:00,BZN|DE-LU,Sequence 1,0.08786,,
29/10/2025 14:00:00 - 29/10/2025 14:15:00,BZN|DE-LU,Sequence 1,0.06003,,
29/10/2025 14:15:00 - 29/10/2025 14:30:00,BZN|DE-LU,Sequence 1,0.08,,
29/10/2025 14:30:00 - 29/10/2025 14:45:00,BZN|DE-LU,Sequence 1,0.1002,,
29/10/2025 14:45:00 - 29/10/2025 15:00:00,BZN|DE-LU,Sequence 1,0.11518,,
29/10/2025 15:00:00 - 29/10/2025 15:15:00,BZN|DE-LU,Sequence 1,0.09481,,
29/10/2025 15:15:00 - 29/10/2025 15:30:00,BZN|DE-LU,Sequence 1,0.10654999999999999,,
29/10/2025 15:30:00 - 29/10/2025 15:45:00,BZN|DE-LU,Sequence 1,0.12506,,
29/10/2025 15:45:00 - 29/10/2025 16:00:00,BZN|DE-LU,Sequence 1,0.13901,,
29/10/2025 16:00:00 - 29/10/2025 16:15:00,BZN|DE-LU,Sequence 1,0.11555,,
29/10/2025 16:15:00 - 29/10/2025 16:30:00,BZN|DE-LU,Sequence 1,0.12258,,
29/10/2025 16:30:00 - 29/10/2025 16:45:00,BZN|DE-LU,Sequence 1,0.12491,,
29/10/2025 16:45:00 - 29/10/2025 17:00:00,BZN|DE-LU,Sequence 1,0.14189,,
29/10/2025 17:00:00 - 29/10/2025 17:15:00,BZN|DE-LU,Sequence 1,0.12883,,
29/10/2025 17:15:00 - 29/10/2025 17:30:00,BZN|DE-LU,Sequence 1,0.12190000000000001,,
29/10/2025 17:30:00 - 29/10/2025 17:45:00,BZN|DE-LU,Sequence 1,0.12844999999999998,,
29/10/2025 17:45:00 - 29/10/2025 18:00:00,BZN|DE-LU,Sequence 1,0.12872,,
29/10/2025 18:00:00 - 29/10/2025 18:15:00,BZN|DE-LU,Sequence 1,0.12268000000000001,,
29/10/2025 18:15:00 - 29/10/2025 18:30:00,BZN|DE-LU,Sequence 1,0.12455,,
29/10/2025 18:30:00 - 29/10/2025 18:45:00,BZN|DE-LU,Sequence 1,0.13244999999999998,,
29/10/2025 18:45:00 - 29/10/2025 19:00:00,BZN|DE-LU,Sequence 1,0.13529,,
29/10/2025 19:00:00 - 29/10/2025 19:15:00,BZN|DE-LU,Sequence 1,0.12824000000000002,,
29/10/2025 19:15:00 - 29/10/2025 19:30:00,BZN|DE-LU,Sequence 1,0.11492000000000001,,
29/10/2025 19:30:00 - 29/10/2025 19:45:00,BZN|DE-LU,Sequence 1,0.11155,,
29/10/2025 19:45:00 - 29/10/2025 20:00:00,BZN|DE-LU,Sequence 1,0.09945999999999999,,
29/10/2025 20:00:00 - 29/10/2025 20:15:00,BZN|DE-LU,Sequence 1,0.10809,,
29/10/2025 20:15:00 - 29/10/2025 20:30:00,BZN|DE-LU,Sequence 1,0.10257,,
29/10/2025 20:30:00 - 29/10/2025 20:45:00,BZN|DE-LU,Sequence 1,0.101,,
29/10/2025 20:45:00 - 29/10/2025 21:00:00,BZN|DE-LU,Sequence 1,0.09894,,
29/10/2025 21:00:00 - 29/10/2025 21:15:00,BZN|DE-LU,Sequence 1,0.10196,,
29/10/2025 21:15:00 - 29/10/2025 21:30:00,BZN|DE-LU,Sequence 1,0.10192,,
29/10/2025 21:30:00 - 29/10/2025 21:45:00,BZN|DE-LU,Sequence 1,0.09831999999999999,,
29/10/2025 21:45:00 - 29/10/2025 22:00:00,BZN|DE-LU,Sequence 1,0.08381,,
29/10/2025 22:00:00 - 29/10/2025 22:15:00,BZN|DE-LU,Sequence 1,0.10543000000000001,,
29/10/2025 22:15:00 - 29/10/2025 22:30:00,BZN|DE-LU,Sequence 1,0.10216,,
29/10/2025 22:30:00 - 29/10/2025 22:45:00,BZN|DE-LU,Sequence 1,0.08964,,
29/10/2025 22:45:00 - 29/10/2025 23:00:00,BZN|DE-LU,Sequence 1,0.08045999999999999,,
29/10/2025 23:00:00 - 29/10/2025 23:15:00,BZN|DE-LU,Sequence 1,0.09464,,
29/10/2025 23:15:00 - 29/10/2025 23:30:00,BZN|DE-LU,Sequence 1,0.08736,,
29/10/2025 23:30:00 - 29/10/2025 23:45:00,BZN|DE-LU,Sequence 1,0.08513,,
29/10/2025 23:45:00 - 30/10/2025 00:00:00,BZN|DE-LU,Sequence 1,0.08144,,
30/10/2025 00:00:00 - 30/10/2025 00:15:00,BZN|DE-LU,Sequence 1,0.09,,
30/10/2025 00:15:00 - 30/10/2025 00:30:00,BZN|DE-LU,Sequence 1,0.077,,
30/10/2025 00:30:00 - 30/10/2025 00:45:00,BZN|DE-LU,Sequence 1,0.07212,,
30/10/2025 00:45:00 - 30/10/2025 01:00:00,BZN|DE-LU,Sequence 1,0.06186,,
30/10/2025 01:00:00 - 30/10/2025 01:15:00,BZN|DE-LU,Sequence 1,0.07878,,
30/10/2025 01:15:00 - 30/10/2025 01:30:00,BZN|DE-LU,Sequence 1,0.06801,,
30/10/2025 01:30:00 - 30/10/2025 01:45:00,BZN|DE-LU,Sequence 1,0.06838,,
30/10/2025 01:45:00 - 30/10/2025 02:00:00,BZN|DE-LU,Sequence 1,0.06525,,
30/10/2025 02:00:00 - 30/10/2025 02:15:00,BZN|DE-LU,Sequence 1,0.06745,,
30/10/2025 02:15:00 - 30/10/2025 02:30:00,BZN|DE-LU,Sequence 1,0.06423000000000001,,
30/10/2025 02:30:00 - 30/10/2025 02:45:00,BZN|DE-LU,Sequence 1,0.06679,,
30/10/2025 02:45:00 - 30/10/2025 03:00:00,BZN|DE-LU,Sequence 1,0.06363,,
30/10/2025 03:00:00 - 30/10/2025 03:15:00,BZN|DE-LU,Sequence 1,0.06706999999999999,,
30/10/2025 03:15:00 - 30/10/2025 03:30:00,BZN|DE-LU,Sequence 1,0.06447,,
30/10/2025 03:30:00 - 30/10/2025 03:45:00,BZN|DE-LU,Sequence 1,0.059359999999999996,,
30/10/2025 03:45:00 - 30/10/2025 04:00:00,BZN|DE-LU,Sequence 1,0.05077,,
30/10/2025 04:00:00 - 30/10/2025 04:15:00,BZN|DE-LU,Sequence 1,0.06306,,
30/10/2025 04:15:00 - 30/10/2025 04:30:00,BZN|DE-LU,Sequence 1,0.055799999999999995,,
30/10/2025 04:30:00 - 30/10/2025 04:45:00,BZN|DE-LU,Sequence 1,0.05465,,
30/10/2025 04:45:00 - 30/10/2025 05:00:00,BZN|DE-LU,Sequence 1,0.0551,,
30/10/2025 05:00:00 - 30/10/2025 05:15:00,BZN|DE-LU,Sequence 1,0.05317,,
30/10/2025 05:15:00 - 30/10/2025 05:30:00,BZN|DE-LU,Sequence 1,0.0591,,
30/10/2025 05:30:00 - 30/10/2025 05:45:00,BZN|DE-LU,Sequence 1,0.061649999999999996,,
30/10/2025 05:45:00 - 30/10/2025 06:00:00,BZN|DE-LU,Sequence 1,0.06613,,
30/10/2025 06:00:00 - 30/10/2025 06:15:00,BZN|DE-LU,Sequence 1,0.0606,,
30/10/2025 06:15:00 - 30/10/2025 06:30:00,BZN|DE-LU,Sequence 1,0.06756000000000001,,
30/10/2025 06:30:00 - 30/10/2025 06:45:00,BZN|DE-LU,Sequence 1,0.07235,,
30/10/2025 06:45:00 - 30/10/2025 07:00:00,BZN|DE-LU,Sequence 1,0.0762,,
30/10/2025 07:00:00 - 30/10/2025 07:15:00,BZN|DE-LU,Sequence 1,0.07039,,
30/10/2025 07:15:00 - 30/10/2025 07:30:00,BZN|DE-LU,Sequence 1,0.08156999999999999,,
30/10/2025 07:30:00 - 30/10/2025 07:45:00,BZN|DE-LU,Sequence 1,0.0852,,
30/10/2025 07:45:00 - 30/10/2025 08:00:00,BZN|DE-LU,Sequence 1,0.08259,,
30/10/2025 08:00:00 - 30/10/2025 08:15:00,BZN|DE-LU,Sequence 1,0.09884,,
30/10/2025 08:15:00 - 30/10/2025 08:30:00,BZN|DE-LU,Sequence 1,0.08635,,
30/10/2025 08:30:00 - 30/10/2025 08:45:00,BZN|DE-LU,Sequence 1,0.08832999999999999,,
30/10/2025 08:45:00 - 30/10/2025 09:00:00,BZN|DE-LU,Sequence 1,0.06767000000000001,,
30/10/2025 09:00:00 - 30/10/2025 09:15:00,BZN|DE-LU,Sequence 1,0.08782,,
30/10/2025 09:15:00 - 30/10/2025 09:30:00,BZN|DE-LU,Sequence 1,0.0746,,
30/10/2025 09:30:00 - 30/10/2025 09:45:00,BZN|DE-LU,Sequence 1,0.05872,,
30/10/2025 09:45:00 - 30/10/2025 10:00:00,BZN|DE-LU,Sequence 1,0.04575,,
30/10/2025 10:00:00 - 30/10/2025 10:15:00,BZN|DE-LU,Sequence 1,0.07757,,
30/10/2025 10:15:00 - 30/10/2025 10:30:00,BZN|DE-LU,Sequence 1,0.05885,,
30/10/2025 10:30:00 - 30/10/2025 10:45:00,BZN|DE-LU,Sequence 1,0.03015,,
30/10/2025 10:45:00 - 30/10/2025 11:00:00,BZN|DE-LU,Sequence 1,0.00504,,
30/10/2025 11:00:00 - 30/10/2025 11:15:00,BZN|DE-LU,Sequence 1,0.0136,,
30/10/2025 11:15:00 - 30/10/2025 11:30:00,BZN|DE-LU,Sequence 1,0.01339,,
30/10/2025 11:30:00 - 30/10/2025 11:45:00,BZN|DE-LU,Sequence 1,0.00134,,
30/10/2025 11:45:00 - 30/10/2025 12:00:00,BZN|DE-LU,Sequence 1,0.0,,
30/10/2025 12:00:00 - 30/10/2025 12:15:00,BZN|DE-LU,Sequence 1,0.0,,
30/10/2025 12:15:00 - 30/10/2025 12:30:00,BZN|DE-LU,Sequence 1,0.0,,
30/10/2025 12:30:00 - 30/10/2025 12:45:00,BZN|DE-LU,Sequence 1,-1e-05,,
30/10/2025 12:45:00 - 30/10/2025 13:00:00,BZN|DE-LU,Sequence 1,0.0,,
30/10/2025 13:00:00 - 30/10/2025 13:15:00,BZN|DE-LU,Sequence 1,-4e-05,,
30/10/2025 13:15:00 - 30/10/2025 13:30:00,BZN|DE-LU,Sequence 1,-2.9999999999999997e-05,,
30/10/2025 13:30:00 - 30/10/2025 13:45:00,BZN|DE-LU,Sequence 1,-1e-05,,
30/10/2025 13:45:00 - 30/10/2025 14:00:00,BZN|DE-LU,Sequence 1,8.999999999999999e-05,,
30/10/2025 14:00:00 - 30/10/2025 14:15:00,BZN|DE-LU,Sequence 1,0.0001,,
30/10/2025 14:15:00 - 30/10/2025 14:30:00,BZN|DE-LU,Sequence 1,0.01607,,
30/10/2025 14:30:00 - 30/10/2025 14:45:00,BZN|DE-LU,Sequence 1,0.047130000000000005,,
30/10/2025 14:45:00 - 30/10/2025 15:00:00,BZN|DE-LU,Sequence 1,0.061869999999999994,,
30/10/2025 15:00:00 - 30/10/2025 15:15:00,BZN|DE-LU,Sequence 1,0.02018,,
30/10/2025 15:15:00 - 30/10/2025 15:30:00,BZN|DE-LU,Sequence 1,0.052450000000000004,,
30/10/2025 15:30:00 - 30/10/2025 15:45:00,BZN|DE-LU,Sequence 1,0.08859,,
30/10/2025 15:45:00 - 30/10/2025 16:00:00,BZN|DE-LU,Sequence 1,0.11798,,
30/10/2025 16:00:00 - 30/10/2025 16:15:00,BZN|DE-LU,Sequence 1,0.04376,,
30/10/2025 16:15:00 - 30/10/2025 16:30:00,BZN|DE-LU,Sequence 1,0.07246999999999999,,
30/10/2025 16:30:00 - 30/10/2025 16:45:00,BZN|DE-LU,Sequence 1,0.09776,,
30/10/2025 16:45:00 - 30/10/2025 17:00:00,BZN|DE-LU,Sequence 1,0.12719,,
30/10/2025 17:00:00 - 30/10/2025 17:15:00,BZN|DE-LU,Sequence 1,0.10558,,
30/10/2025 17:15:00 - 30/10/2025 17:30:00,BZN|DE-LU,Sequence 1,0.11278,,
30/10/2025 17:30:00 - 30/10/2025 17:45:00,BZN|DE-LU,Sequence 1,0.12101,,
30/10/2025 17:45:00 - 30/10/2025 18:00:00,BZN|DE-LU,Sequence 1,0.13235,,
30/10/2025 18:00:00 - 30/10/2025 18:15:00,BZN|DE-LU,Sequence 1,0.11629,,
30/10/2025 18:15:00 - 30/10/2025 18:30:00,BZN|DE-LU,Sequence 1,0.11686,,
